0,0.99999344,6.354032e-06,1.5338902e-09,8.007425e-11,1.0713838e-09,6.590304e-09,3.010549e-11,1.7889139e-08,6.2121586e-08,4.504688e-11,2.2487543e-11,2.157207e-09,7.194662e-09,
1,0.96434075,0.035649028,7.4158527e-07,3.5005016e-08,8.693165e-06,1.4308472e-07,8.327009e-08,1.3417923e-07,9.9585044e-08,4.044164e-09,1.2707493e-07,1.344213e-07,3.674096e-08,
2,1.0,6.3538e-10,4.425416e-14,8.699349e-11,7.561811e-09,6.00969e-11,3.0682891e-12,8.969545e-10,1.0760328e-10,1.9653171e-11,2.5675537e-14,2.1608718e-11,1.60989e-11,
3,3.154047e-09,1.2371216e-15,6.0744895e-11,7.555164e-16,5.258821e-10,2.1046631e-08,9.923599e-08,3.2409498e-12,0.99999976,4.584958e-08,2.8904594e-13,1.0215571e-07,1.2468337e-08,
4,0.40156454,0.5970184,5.494065e-13,3.731898e-10,3.0494235e-08,2.5580992e-05,0.001366618,8.96709e-06,1.7266181e-07,1.1599347e-08,1.1505547e-06,1.2509602e-05,1.9788724e-06,
5,0.25288305,0.7471108,2.0082758e-09,2.5091684e-10,4.1937237e-06,5.429924e-08,2.8699501e-08,1.6247354e-06,4.1518597e-10,1.4949131e-10,1.01677166e-07,9.575275e-11,9.921845e-08,
6,0.99999046,8.724521e-06,2.3082164e-08,1.6065053e-09,3.3041468e-07,3.6442628e-07,1.2904423e-09,6.551936e-08,1.3447359e-08,2.1490203e-09,6.530279e-11,1.9830647e-10,5.2712995e-08,
7,3.1552656e-05,2.0555059e-05,0.3641125,0.017044878,0.5772412,1.2688095e-05,8.309546e-05,0.03978029,3.2988813e-05,6.653205e-05,3.7946473e-05,0.001378699,0.00015705547,
8,1.1224842e-22,3.4052384e-24,1.1696393e-18,2.9911995e-20,9.806219e-15,2.0861454e-07,0.99407494,0.0059248693,1.0241055e-15,2.1735178e-11,5.4583688e-11,2.0647195e-13,1.3376615e-11,
9,0.008824333,2.9075147e-07,0.105156496,0.024512537,0.55915105,9.803616e-06,0.036157377,0.00092721375,0.2548339,0.0044534556,8.394939e-05,2.2620954e-05,0.005866943,
10,6.9420747e-10,2.5702988e-11,4.6356277e-07,1.579118e-05,4.309395e-05,7.1669876e-07,6.9373465e-07,3.8320144e-07,0.9995927,4.071329e-06,1.3191997e-09,0.00026628844,7.570332e-05,
